Entity,Code,Day,Monthly sea surface temperature anomaly
World,OWID_WRL,1874-04-15,-0.44464
World,OWID_WRL,1874-05-15,-0.33629
World,OWID_WRL,1874-06-15,-0.5655
World,OWID_WRL,1874-07-15,-0.19331
World,OWID_WRL,1874-08-15,-0.40979
World,OWID_WRL,1874-09-15,-0.28017
World,OWID_WRL,1874-10-15,-0.52547
World,OWID_WRL,1874-11-15,-0.40593
World,OWID_WRL,1874-12-15,-0.42122
World,OWID_WRL,1875-01-15,-0.28572
World,OWID_WRL,1875-02-15,-0.17258
World,OWID_WRL,1875-03-15,-0.31089
World,OWID_WRL,1875-04-15,-0.26867
World,OWID_WRL,1875-05-15,-0.17531
World,OWID_WRL,1875-06-15,-0.2782
World,OWID_WRL,1875-07-15,-0.34809
World,OWID_WRL,1875-08-15,-0.16317
World,OWID_WRL,1875-09-15,-0.10691
World,OWID_WRL,1875-10-15,-0.15251
World,OWID_WRL,1875-11-15,-0.21895
World,OWID_WRL,1875-12-15,-0.41682
World,OWID_WRL,1876-01-15,-0.3884
World,OWID_WRL,1876-02-15,-0.29686
World,OWID_WRL,1876-03-15,-0.3001
World,OWID_WRL,1876-04-15,-0.30382
World,OWID_WRL,1876-05-15,-0.44785
World,OWID_WRL,1876-06-15,-0.41942
World,OWID_WRL,1876-07-15,-0.25468
World,OWID_WRL,1876-08-15,-0.29607
World,OWID_WRL,1876-09-15,-0.48012
World,OWID_WRL,1876-10-15,-0.35437
World,OWID_WRL,1876-11-15,-0.33098
World,OWID_WRL,1876-12-15,-0.27948
World,OWID_WRL,1877-01-15,-0.35901
World,OWID_WRL,1877-02-15,0.08641
World,OWID_WRL,1877-03-15,-0.09625
World,OWID_WRL,1877-04-15,-0.09304
World,OWID_WRL,1877-05-15,-0.29239
World,OWID_WRL,1877-06-15,-0.09853
World,OWID_WRL,1877-07-15,-0.04345
World,OWID_WRL,1877-08-15,0.088
World,OWID_WRL,1877-09-15,0.08678
World,OWID_WRL,1877-10-15,0.22591
World,OWID_WRL,1877-11-15,0.06545
World,OWID_WRL,1877-12-15,0.12539
World,OWID_WRL,1878-01-15,0.27043
World,OWID_WRL,1878-02-15,0.25354
World,OWID_WRL,1878-03-15,0.14909
World,OWID_WRL,1878-04-15,0.27105
World,OWID_WRL,1878-05-15,0.01102
World,OWID_WRL,1878-06-15,-0.04524
World,OWID_WRL,1878-07-15,-0.10477
World,OWID_WRL,1878-08-15,-0.07
World,OWID_WRL,1878-09-15,-0.08579
World,OWID_WRL,1878-10-15,-0.2186
World,OWID_WRL,1878-11-15,-0.28501
World,OWID_WRL,1878-12-15,-0.20104
World,OWID_WRL,1879-01-15,-0.15399
World,OWID_WRL,1879-02-15,-0.12639
World,OWID_WRL,1879-03-15,-0.09359
World,OWID_WRL,1879-04-15,-0.16331
World,OWID_WRL,1879-05-15,-0.23918
World,OWID_WRL,1879-06-15,-0.24098
World,OWID_WRL,1879-07-15,-0.27042
World,OWID_WRL,1879-08-15,-0.1464
World,OWID_WRL,1879-09-15,-0.19312
World,OWID_WRL,1879-10-15,-0.20696
World,OWID_WRL,1879-11-15,-0.24477
World,OWID_WRL,1879-12-15,-0.29388
World,OWID_WRL,1880-01-15,-0.22829
World,OWID_WRL,1880-02-15,-0.13526
World,OWID_WRL,1880-03-15,-0.01016
World,OWID_WRL,1880-04-15,-0.11584
World,OWID_WRL,1880-05-15,-0.33873
World,OWID_WRL,1880-06-15,-0.38432
World,OWID_WRL,1880-07-15,-0.25989
World,OWID_WRL,1880-08-15,-0.15026
World,OWID_WRL,1880-09-15,-0.23063
World,OWID_WRL,1880-10-15,-0.23507
World,OWID_WRL,1880-11-15,-0.18621
World,OWID_WRL,1880-12-15,-0.16618
World,OWID_WRL,1881-01-15,-0.09557
World,OWID_WRL,1881-02-15,-0.10364
World,OWID_WRL,1881-03-15,-0.02587
World,OWID_WRL,1881-04-15,-0.07016
World,OWID_WRL,1881-05-15,-0.07461
World,OWID_WRL,1881-06-15,-0.16372
World,OWID_WRL,1881-07-15,-0.16192
World,OWID_WRL,1881-08-15,-0.17782
World,OWID_WRL,1881-09-15,-0.298
World,OWID_WRL,1881-10-15,-0.21773
World,OWID_WRL,1881-11-15,-0.25139
World,OWID_WRL,1881-12-15,-0.19171
World,OWID_WRL,1882-01-15,-0.14217
World,OWID_WRL,1882-02-15,-0.12173
World,OWID_WRL,1882-03-15,-0.1376
World,OWID_WRL,1882-04-15,-0.18532
World,OWID_WRL,1882-05-15,-0.2962
World,OWID_WRL,1882-06-15,-0.26266
World,OWID_WRL,1882-07-15,-0.17874
World,OWID_WRL,1882-08-15,-0.2971
World,OWID_WRL,1882-09-15,-0.19118
World,OWID_WRL,1882-10-15,-0.29015
World,OWID_WRL,1882-11-15,-0.16046
World,OWID_WRL,1882-12-15,-0.3238
World,OWID_WRL,1883-01-15,-0.19786
World,OWID_WRL,1883-02-15,-0.14012
World,OWID_WRL,1883-03-15,-0.17385
World,OWID_WRL,1883-04-15,-0.3052
World,OWID_WRL,1883-05-15,-0.21652
World,OWID_WRL,1883-06-15,-0.18258
World,OWID_WRL,1883-07-15,-0.23156
World,OWID_WRL,1883-08-15,-0.22614
World,OWID_WRL,1883-09-15,-0.28493
World,OWID_WRL,1883-10-15,-0.40426
World,OWID_WRL,1883-11-15,-0.27499
World,OWID_WRL,1883-12-15,-0.35454
World,OWID_WRL,1884-01-15,-0.39202
World,OWID_WRL,1884-02-15,-0.17683
World,OWID_WRL,1884-03-15,-0.33325
World,OWID_WRL,1884-04-15,-0.34589
World,OWID_WRL,1884-05-15,-0.29811
World,OWID_WRL,1884-06-15,-0.39017
World,OWID_WRL,1884-07-15,-0.41991
World,OWID_WRL,1884-08-15,-0.39257
World,OWID_WRL,1884-09-15,-0.34076
World,OWID_WRL,1884-10-15,-0.33211
World,OWID_WRL,1884-11-15,-0.47001
World,OWID_WRL,1884-12-15,-0.36756
World,OWID_WRL,1885-01-15,-0.30282
World,OWID_WRL,1885-02-15,-0.32326
World,OWID_WRL,1885-03-15,-0.40797
World,OWID_WRL,1885-04-15,-0.40374
World,OWID_WRL,1885-05-15,-0.43879
World,OWID_WRL,1885-06-15,-0.44496
World,OWID_WRL,1885-07-15,-0.35192
World,OWID_WRL,1885-08-15,-0.45685
World,OWID_WRL,1885-09-15,-0.33137
World,OWID_WRL,1885-10-15,-0.21289
World,OWID_WRL,1885-11-15,-0.20952
World,OWID_WRL,1885-12-15,-0.19693
World,OWID_WRL,1886-01-15,-0.27326
World,OWID_WRL,1886-02-15,-0.31621
World,OWID_WRL,1886-03-15,-0.25779
World,OWID_WRL,1886-04-15,-0.34664
World,OWID_WRL,1886-05-15,-0.20381
World,OWID_WRL,1886-06-15,-0.38248
World,OWID_WRL,1886-07-15,-0.34303
World,OWID_WRL,1886-08-15,-0.38524
World,OWID_WRL,1886-09-15,-0.47229
World,OWID_WRL,1886-10-15,-0.368
World,OWID_WRL,1886-11-15,-0.39283
World,OWID_WRL,1886-12-15,-0.50368
World,OWID_WRL,1887-01-15,-0.50385
World,OWID_WRL,1887-02-15,-0.52831
World,OWID_WRL,1887-03-15,-0.4584
World,OWID_WRL,1887-04-15,-0.42704
World,OWID_WRL,1887-05-15,-0.4866
World,OWID_WRL,1887-06-15,-0.40775
World,OWID_WRL,1887-07-15,-0.3295
World,OWID_WRL,1887-08-15,-0.35901
World,OWID_WRL,1887-09-15,-0.44675
World,OWID_WRL,1887-10-15,-0.3895
World,OWID_WRL,1887-11-15,-0.41523
World,OWID_WRL,1887-12-15,-0.35198
World,OWID_WRL,1888-01-15,-0.40944
World,OWID_WRL,1888-02-15,-0.32378
World,OWID_WRL,1888-03-15,-0.31955
World,OWID_WRL,1888-04-15,-0.26741
World,OWID_WRL,1888-05-15,-0.2548
World,OWID_WRL,1888-06-15,-0.26628
World,OWID_WRL,1888-07-15,-0.34081
World,OWID_WRL,1888-08-15,-0.31094
World,OWID_WRL,1888-09-15,-0.24711
World,OWID_WRL,1888-10-15,-0.11039
World,OWID_WRL,1888-11-15,-0.1089
World,OWID_WRL,1888-12-15,-0.08771
World,OWID_WRL,1889-01-15,0.06992
World,OWID_WRL,1889-02-15,-0.007
World,OWID_WRL,1889-03-15,-0.02022
World,OWID_WRL,1889-04-15,-0.06253
World,OWID_WRL,1889-05-15,-0.15079
World,OWID_WRL,1889-06-15,-0.18719
World,OWID_WRL,1889-07-15,-0.21503
World,OWID_WRL,1889-08-15,-0.26123
World,OWID_WRL,1889-09-15,-0.3552
World,OWID_WRL,1889-10-15,-0.31324
World,OWID_WRL,1889-11-15,-0.24992
World,OWID_WRL,1889-12-15,-0.26864
World,OWID_WRL,1890-01-15,-0.36824
World,OWID_WRL,1890-02-15,-0.34314
World,OWID_WRL,1890-03-15,-0.4294
World,OWID_WRL,1890-04-15,-0.39674
World,OWID_WRL,1890-05-15,-0.35654
World,OWID_WRL,1890-06-15,-0.4317
World,OWID_WRL,1890-07-15,-0.50491
World,OWID_WRL,1890-08-15,-0.49415
World,OWID_WRL,1890-09-15,-0.57309
World,OWID_WRL,1890-10-15,-0.53066
World,OWID_WRL,1890-11-15,-0.48872
World,OWID_WRL,1890-12-15,-0.35072
World,OWID_WRL,1891-01-15,-0.4241
World,OWID_WRL,1891-02-15,-0.32478
World,OWID_WRL,1891-03-15,-0.27928
World,OWID_WRL,1891-04-15,-0.26569
World,OWID_WRL,1891-05-15,-0.13363
World,OWID_WRL,1891-06-15,-0.21008
World,OWID_WRL,1891-07-15,-0.29418
World,OWID_WRL,1891-08-15,-0.29462
World,OWID_WRL,1891-09-15,-0.22467
World,OWID_WRL,1891-10-15,-0.26292
World,OWID_WRL,1891-11-15,-0.37372
World,OWID_WRL,1891-12-15,-0.27567
World,OWID_WRL,1892-01-15,-0.25314
World,OWID_WRL,1892-02-15,-0.1674
World,OWID_WRL,1892-03-15,-0.326
World,OWID_WRL,1892-04-15,-0.3585
World,OWID_WRL,1892-05-15,-0.34502
World,OWID_WRL,1892-06-15,-0.44626
World,OWID_WRL,1892-07-15,-0.55617
World,OWID_WRL,1892-08-15,-0.50384
World,OWID_WRL,1892-09-15,-0.44973
World,OWID_WRL,1892-10-15,-0.54384
World,OWID_WRL,1892-11-15,-0.53804
World,OWID_WRL,1892-12-15,-0.57494
World,OWID_WRL,1893-01-15,-0.46154
World,OWID_WRL,1893-02-15,-0.37998
World,OWID_WRL,1893-03-15,-0.34416
World,OWID_WRL,1893-04-15,-0.50916
World,OWID_WRL,1893-05-15,-0.53437
World,OWID_WRL,1893-06-15,-0.47458
World,OWID_WRL,1893-07-15,-0.29398
World,OWID_WRL,1893-08-15,-0.31578
World,OWID_WRL,1893-09-15,-0.49064
World,OWID_WRL,1893-10-15,-0.32086
World,OWID_WRL,1893-11-15,-0.45613
World,OWID_WRL,1893-12-15,-0.42143
World,OWID_WRL,1894-01-15,-0.45152
World,OWID_WRL,1894-02-15,-0.46097
World,OWID_WRL,1894-03-15,-0.48847
World,OWID_WRL,1894-04-15,-0.41793
World,OWID_WRL,1894-05-15,-0.51633
World,OWID_WRL,1894-06-15,-0.51992
World,OWID_WRL,1894-07-15,-0.3356
World,OWID_WRL,1894-08-15,-0.3923
World,OWID_WRL,1894-09-15,-0.39881
World,OWID_WRL,1894-10-15,-0.49308
World,OWID_WRL,1894-11-15,-0.40708
World,OWID_WRL,1894-12-15,-0.42361
World,OWID_WRL,1895-01-15,-0.30696
World,OWID_WRL,1895-02-15,-0.3407
World,OWID_WRL,1895-03-15,-0.45204
World,OWID_WRL,1895-04-15,-0.46056
World,OWID_WRL,1895-05-15,-0.43872
World,OWID_WRL,1895-06-15,-0.35622
World,OWID_WRL,1895-07-15,-0.32252
World,OWID_WRL,1895-08-15,-0.29688
World,OWID_WRL,1895-09-15,-0.36537
World,OWID_WRL,1895-10-15,-0.34756
World,OWID_WRL,1895-11-15,-0.22081
World,OWID_WRL,1895-12-15,-0.3327
World,OWID_WRL,1896-01-15,-0.24264
World,OWID_WRL,1896-02-15,-0.22909
World,OWID_WRL,1896-03-15,-0.21392
World,OWID_WRL,1896-04-15,-0.19496
World,OWID_WRL,1896-05-15,-0.23062
World,OWID_WRL,1896-06-15,-0.1554
World,OWID_WRL,1896-07-15,-0.14858
World,OWID_WRL,1896-08-15,-0.07667
World,OWID_WRL,1896-09-15,-0.09626
World,OWID_WRL,1896-10-15,-0.25442
World,OWID_WRL,1896-11-15,-0.05196
World,OWID_WRL,1896-12-15,-0.01699
World,OWID_WRL,1897-01-15,-0.07236
World,OWID_WRL,1897-02-15,-0.08109
World,OWID_WRL,1897-03-15,0.03546
World,OWID_WRL,1897-04-15,-0.08823
World,OWID_WRL,1897-05-15,-0.13689
World,OWID_WRL,1897-06-15,-0.19769
World,OWID_WRL,1897-07-15,-0.24244
World,OWID_WRL,1897-08-15,-0.22109
World,OWID_WRL,1897-09-15,-0.30409
World,OWID_WRL,1897-10-15,-0.35018
World,OWID_WRL,1897-11-15,-0.39383
World,OWID_WRL,1897-12-15,-0.39637
World,OWID_WRL,1898-01-15,-0.32333
World,OWID_WRL,1898-02-15,-0.36947
World,OWID_WRL,1898-03-15,-0.40091
World,OWID_WRL,1898-04-15,-0.5419
World,OWID_WRL,1898-05-15,-0.48041
World,OWID_WRL,1898-06-15,-0.37246
World,OWID_WRL,1898-07-15,-0.42586
World,OWID_WRL,1898-08-15,-0.39708
World,OWID_WRL,1898-09-15,-0.42175
World,OWID_WRL,1898-10-15,-0.55206
World,OWID_WRL,1898-11-15,-0.48251
World,OWID_WRL,1898-12-15,-0.50588
World,OWID_WRL,1899-01-15,-0.32963
World,OWID_WRL,1899-02-15,-0.36214
World,OWID_WRL,1899-03-15,-0.42265
World,OWID_WRL,1899-04-15,-0.38403
World,OWID_WRL,1899-05-15,-0.2853
World,OWID_WRL,1899-06-15,-0.36689
World,OWID_WRL,1899-07-15,-0.34144
World,OWID_WRL,1899-08-15,-0.19199
World,OWID_WRL,1899-09-15,-0.24939
World,OWID_WRL,1899-10-15,-0.26546
World,OWID_WRL,1899-11-15,-0.25414
World,OWID_WRL,1899-12-15,-0.34633
World,OWID_WRL,15/01/1900,-0.21992
World,OWID_WRL,15/02/1900,-0.07654
World,OWID_WRL,15/03/1900,-0.25569
World,OWID_WRL,15/04/1900,-0.19061
World,OWID_WRL,15/05/1900,-0.37789
World,OWID_WRL,15/06/1900,-0.25552
World,OWID_WRL,15/07/1900,-0.22312
World,OWID_WRL,15/08/1900,-0.25591
World,OWID_WRL,15/09/1900,-0.22273
World,OWID_WRL,15/10/1900,-0.25415
World,OWID_WRL,15/11/1900,-0.27346
World,OWID_WRL,15/12/1900,-0.2267
World,OWID_WRL,15/01/1901,-0.21684
World,OWID_WRL,15/02/1901,-0.25962
World,OWID_WRL,15/03/1901,-0.3947
World,OWID_WRL,15/04/1901,-0.33174
World,OWID_WRL,15/05/1901,-0.28451
World,OWID_WRL,15/06/1901,-0.33814
World,OWID_WRL,15/07/1901,-0.39006
World,OWID_WRL,15/08/1901,-0.33505
World,OWID_WRL,15/09/1901,-0.46419
World,OWID_WRL,15/10/1901,-0.39879
World,OWID_WRL,15/11/1901,-0.47325
World,OWID_WRL,15/12/1901,-0.48099
World,OWID_WRL,15/01/1902,-0.46075
World,OWID_WRL,15/02/1902,-0.4168
World,OWID_WRL,15/03/1902,-0.44922
World,OWID_WRL,15/04/1902,-0.43128
World,OWID_WRL,15/05/1902,-0.46408
World,OWID_WRL,15/06/1902,-0.51548
World,OWID_WRL,15/07/1902,-0.46606
World,OWID_WRL,15/08/1902,-0.49
World,OWID_WRL,15/09/1902,-0.44023
World,OWID_WRL,15/10/1902,-0.49272
World,OWID_WRL,15/11/1902,-0.45502
World,OWID_WRL,15/12/1902,-0.36273
World,OWID_WRL,15/01/1903,-0.39748
World,OWID_WRL,15/02/1903,-0.40157
World,OWID_WRL,15/03/1903,-0.4219
World,OWID_WRL,15/04/1903,-0.54653
World,OWID_WRL,15/05/1903,-0.50502
World,OWID_WRL,15/06/1903,-0.60929
World,OWID_WRL,15/07/1903,-0.57719
World,OWID_WRL,15/08/1903,-0.72882
World,OWID_WRL,15/09/1903,-0.63891
World,OWID_WRL,15/10/1903,-0.73435
World,OWID_WRL,15/11/1903,-0.70092
World,OWID_WRL,15/12/1903,-0.63117
World,OWID_WRL,15/01/1904,-0.6817
World,OWID_WRL,15/02/1904,-0.69619
World,OWID_WRL,15/03/1904,-0.67156
World,OWID_WRL,15/04/1904,-0.58588
World,OWID_WRL,15/05/1904,-0.62231
World,OWID_WRL,15/06/1904,-0.60808
World,OWID_WRL,15/07/1904,-0.5894
World,OWID_WRL,15/08/1904,-0.57926
World,OWID_WRL,15/09/1904,-0.52964
World,OWID_WRL,15/10/1904,-0.58549
World,OWID_WRL,15/11/1904,-0.56936
World,OWID_WRL,15/12/1904,-0.50942
World,OWID_WRL,15/01/1905,-0.49779
World,OWID_WRL,15/02/1905,-0.52486
World,OWID_WRL,15/03/1905,-0.49445
World,OWID_WRL,15/04/1905,-0.53264
World,OWID_WRL,15/05/1905,-0.39821
World,OWID_WRL,15/06/1905,-0.41173
World,OWID_WRL,15/07/1905,-0.32199
World,OWID_WRL,15/08/1905,-0.38271
World,OWID_WRL,15/09/1905,-0.465
World,OWID_WRL,15/10/1905,-0.43622
World,OWID_WRL,15/11/1905,-0.42235
World,OWID_WRL,15/12/1905,-0.33458
World,OWID_WRL,15/01/1906,-0.20326
World,OWID_WRL,15/02/1906,-0.21434
World,OWID_WRL,15/03/1906,-0.25513
World,OWID_WRL,15/04/1906,-0.30232
World,OWID_WRL,15/05/1906,-0.53047
World,OWID_WRL,15/06/1906,-0.41494
World,OWID_WRL,15/07/1906,-0.40762
World,OWID_WRL,15/08/1906,-0.42058
World,OWID_WRL,15/09/1906,-0.46002
World,OWID_WRL,15/10/1906,-0.46836
World,OWID_WRL,15/11/1906,-0.46606
World,OWID_WRL,15/12/1906,-0.471
World,OWID_WRL,15/01/1907,-0.39173
World,OWID_WRL,15/02/1907,-0.45567
World,OWID_WRL,15/03/1907,-0.38456
World,OWID_WRL,15/04/1907,-0.41937
World,OWID_WRL,15/05/1907,-0.45779
World,OWID_WRL,15/06/1907,-0.52268
World,OWID_WRL,15/07/1907,-0.45352
World,OWID_WRL,15/08/1907,-0.50203
World,OWID_WRL,15/09/1907,-0.47731
World,OWID_WRL,15/10/1907,-0.50328
World,OWID_WRL,15/11/1907,-0.51656
World,OWID_WRL,15/12/1907,-0.53807
World,OWID_WRL,15/01/1908,-0.51725
World,OWID_WRL,15/02/1908,-0.4973
World,OWID_WRL,15/03/1908,-0.56251
World,OWID_WRL,15/04/1908,-0.57459
World,OWID_WRL,15/05/1908,-0.52964
World,OWID_WRL,15/06/1908,-0.5625
World,OWID_WRL,15/07/1908,-0.5524
World,OWID_WRL,15/08/1908,-0.56944
World,OWID_WRL,15/09/1908,-0.59936
World,OWID_WRL,15/10/1908,-0.60309
World,OWID_WRL,15/11/1908,-0.60567
World,OWID_WRL,15/12/1908,-0.65058
World,OWID_WRL,15/01/1909,-0.55511
World,OWID_WRL,15/02/1909,-0.58228
World,OWID_WRL,15/03/1909,-0.65408
World,OWID_WRL,15/04/1909,-0.55756
World,OWID_WRL,15/05/1909,-0.55294
World,OWID_WRL,15/06/1909,-0.58354
World,OWID_WRL,15/07/1909,-0.66859
World,OWID_WRL,15/08/1909,-0.46426
World,OWID_WRL,15/09/1909,-0.54377
World,OWID_WRL,15/10/1909,-0.60852
World,OWID_WRL,15/11/1909,-0.65017
World,OWID_WRL,15/12/1909,-0.61977
World,OWID_WRL,15/01/1910,-0.50596
World,OWID_WRL,15/02/1910,-0.58833
World,OWID_WRL,15/03/1910,-0.58753
World,OWID_WRL,15/04/1910,-0.56367
World,OWID_WRL,15/05/1910,-0.56679
World,OWID_WRL,15/06/1910,-0.58478
World,OWID_WRL,15/07/1910,-0.63442
World,OWID_WRL,15/08/1910,-0.56872
World,OWID_WRL,15/09/1910,-0.56375
World,OWID_WRL,15/10/1910,-0.54053
World,OWID_WRL,15/11/1910,-0.62734
World,OWID_WRL,15/12/1910,-0.67878
World,OWID_WRL,15/01/1911,-0.53373
World,OWID_WRL,15/02/1911,-0.70665
World,OWID_WRL,15/03/1911,-0.65633
World,OWID_WRL,15/04/1911,-0.75388
World,OWID_WRL,15/05/1911,-0.68762
World,OWID_WRL,15/06/1911,-0.64218
World,OWID_WRL,15/07/1911,-0.62747
World,OWID_WRL,15/08/1911,-0.56883
World,OWID_WRL,15/09/1911,-0.5254
World,OWID_WRL,15/10/1911,-0.49389
World,OWID_WRL,15/11/1911,-0.46782
World,OWID_WRL,15/12/1911,-0.37104
World,OWID_WRL,15/01/1912,-0.3314
World,OWID_WRL,15/02/1912,-0.38905
World,OWID_WRL,15/03/1912,-0.25315
World,OWID_WRL,15/04/1912,-0.34632
World,OWID_WRL,15/05/1912,-0.42535
World,OWID_WRL,15/06/1912,-0.41098
World,OWID_WRL,15/07/1912,-0.43527
World,OWID_WRL,15/08/1912,-0.53886
World,OWID_WRL,15/09/1912,-0.56691
World,OWID_WRL,15/10/1912,-0.59109
World,OWID_WRL,15/11/1912,-0.5726
World,OWID_WRL,15/12/1912,-0.55247
World,OWID_WRL,15/01/1913,-0.53111
World,OWID_WRL,15/02/1913,-0.42729
World,OWID_WRL,15/03/1913,-0.52672
World,OWID_WRL,15/04/1913,-0.52057
World,OWID_WRL,15/05/1913,-0.45051
World,OWID_WRL,15/06/1913,-0.52865
World,OWID_WRL,15/07/1913,-0.52399
World,OWID_WRL,15/08/1913,-0.51259
World,OWID_WRL,15/09/1913,-0.47522
World,OWID_WRL,15/10/1913,-0.44616
World,OWID_WRL,15/11/1913,-0.45037
World,OWID_WRL,15/12/1913,-0.40631
World,OWID_WRL,15/01/1914,-0.37561
World,OWID_WRL,15/02/1914,-0.37087
World,OWID_WRL,15/03/1914,-0.3964
World,OWID_WRL,15/04/1914,-0.39954
World,OWID_WRL,15/05/1914,-0.38919
World,OWID_WRL,15/06/1914,-0.39056
World,OWID_WRL,15/07/1914,-0.4077
World,OWID_WRL,15/08/1914,-0.32654
World,OWID_WRL,15/09/1914,-0.39279
World,OWID_WRL,15/10/1914,-0.19105
World,OWID_WRL,15/11/1914,-0.1442
World,OWID_WRL,15/12/1914,-0.26542
World,OWID_WRL,15/01/1915,-0.23683
World,OWID_WRL,15/02/1915,-0.33227
World,OWID_WRL,15/03/1915,-0.13696
World,OWID_WRL,15/04/1915,-0.20254
World,OWID_WRL,15/05/1915,-0.20075
World,OWID_WRL,15/06/1915,-0.18259
World,OWID_WRL,15/07/1915,-0.20881
World,OWID_WRL,15/08/1915,-0.08895
World,OWID_WRL,15/09/1915,-0.20746
World,OWID_WRL,15/10/1915,-0.28982
World,OWID_WRL,15/11/1915,-0.24534
World,OWID_WRL,15/12/1915,-0.39118
World,OWID_WRL,15/01/1916,-0.38261
World,OWID_WRL,15/02/1916,-0.27053
World,OWID_WRL,15/03/1916,-0.38811
World,OWID_WRL,15/04/1916,-0.37209
World,OWID_WRL,15/05/1916,-0.36559
World,OWID_WRL,15/06/1916,-0.42757
World,OWID_WRL,15/07/1916,-0.38531
World,OWID_WRL,15/08/1916,-0.434
World,OWID_WRL,15/09/1916,-0.41319
World,OWID_WRL,15/10/1916,-0.46739
World,OWID_WRL,15/11/1916,-0.56724
World,OWID_WRL,15/12/1916,-0.50739
World,OWID_WRL,15/01/1917,-0.66774
World,OWID_WRL,15/02/1917,-0.52215
World,OWID_WRL,15/03/1917,-0.65609
World,OWID_WRL,15/04/1917,-0.4841
World,OWID_WRL,15/05/1917,-0.52215
World,OWID_WRL,15/06/1917,-0.41111
World,OWID_WRL,15/07/1917,-0.32959
World,OWID_WRL,15/08/1917,-0.28857
World,OWID_WRL,15/09/1917,-0.239
World,OWID_WRL,15/10/1917,-0.40431
World,OWID_WRL,15/11/1917,-0.52942
World,OWID_WRL,15/12/1917,-0.45772
World,OWID_WRL,15/01/1918,-0.51101
World,OWID_WRL,15/02/1918,-0.56862
World,OWID_WRL,15/03/1918,-0.48772
World,OWID_WRL,15/04/1918,-0.52058
World,OWID_WRL,15/05/1918,-0.37893
World,OWID_WRL,15/06/1918,-0.46119
World,OWID_WRL,15/07/1918,-0.43925
World,OWID_WRL,15/08/1918,-0.48597
World,OWID_WRL,15/09/1918,-0.37545
World,OWID_WRL,15/10/1918,-0.34566
World,OWID_WRL,15/11/1918,-0.15552
World,OWID_WRL,15/12/1918,-0.2348
World,OWID_WRL,15/01/1919,-0.18396
World,OWID_WRL,15/02/1919,-0.1188
World,OWID_WRL,15/03/1919,-0.30907
World,OWID_WRL,15/04/1919,-0.22836
World,OWID_WRL,15/05/1919,-0.29675
World,OWID_WRL,15/06/1919,-0.40367
World,OWID_WRL,15/07/1919,-0.47836
World,OWID_WRL,15/08/1919,-0.47402
World,OWID_WRL,15/09/1919,-0.42102
World,OWID_WRL,15/10/1919,-0.4449
World,OWID_WRL,15/11/1919,-0.50522
World,OWID_WRL,15/12/1919,-0.5414
World,OWID_WRL,15/01/1920,-0.39331
World,OWID_WRL,15/02/1920,-0.35361
World,OWID_WRL,15/03/1920,-0.22074
World,OWID_WRL,15/04/1920,-0.3422
World,OWID_WRL,15/05/1920,-0.28166
World,OWID_WRL,15/06/1920,-0.22226
World,OWID_WRL,15/07/1920,-0.34605
World,OWID_WRL,15/08/1920,-0.32352
World,OWID_WRL,15/09/1920,-0.24264
World,OWID_WRL,15/10/1920,-0.17273
World,OWID_WRL,15/11/1920,-0.24834
World,OWID_WRL,15/12/1920,-0.2684
World,OWID_WRL,15/01/1921,-0.37379
World,OWID_WRL,15/02/1921,-0.22873
World,OWID_WRL,15/03/1921,-0.34669
World,OWID_WRL,15/04/1921,-0.30681
World,OWID_WRL,15/05/1921,-0.34861
World,OWID_WRL,15/06/1921,-0.26492
World,OWID_WRL,15/07/1921,-0.22645
World,OWID_WRL,15/08/1921,-0.26083
World,OWID_WRL,15/09/1921,-0.16626
World,OWID_WRL,15/10/1921,-0.14131
World,OWID_WRL,15/11/1921,-0.2473
World,OWID_WRL,15/12/1921,-0.20603
World,OWID_WRL,15/01/1922,-0.33954
World,OWID_WRL,15/02/1922,-0.18841
World,OWID_WRL,15/03/1922,-0.23063
World,OWID_WRL,15/04/1922,-0.30711
World,OWID_WRL,15/05/1922,-0.48569
World,OWID_WRL,15/06/1922,-0.39108
World,OWID_WRL,15/07/1922,-0.30512
World,OWID_WRL,15/08/1922,-0.37791
World,OWID_WRL,15/09/1922,-0.34692
World,OWID_WRL,15/10/1922,-0.37297
World,OWID_WRL,15/11/1922,-0.37336
World,OWID_WRL,15/12/1922,-0.37589
World,OWID_WRL,15/01/1923,-0.38927
World,OWID_WRL,15/02/1923,-0.37037
World,OWID_WRL,15/03/1923,-0.43264
World,OWID_WRL,15/04/1923,-0.25526
World,OWID_WRL,15/05/1923,-0.30421
World,OWID_WRL,15/06/1923,-0.31362
World,OWID_WRL,15/07/1923,-0.36152
World,OWID_WRL,15/08/1923,-0.37764
World,OWID_WRL,15/09/1923,-0.38637
World,OWID_WRL,15/10/1923,-0.33539
World,OWID_WRL,15/11/1923,-0.1598
World,OWID_WRL,15/12/1923,-0.13397
World,OWID_WRL,15/01/1924,-0.25819
World,OWID_WRL,15/02/1924,-0.17229
World,OWID_WRL,15/03/1924,-0.2607
World,OWID_WRL,15/04/1924,-0.18126
World,OWID_WRL,15/05/1924,-0.21872
World,OWID_WRL,15/06/1924,-0.26819
World,OWID_WRL,15/07/1924,-0.28699
World,OWID_WRL,15/08/1924,-0.323
World,OWID_WRL,15/09/1924,-0.3701
World,OWID_WRL,15/10/1924,-0.39035
World,OWID_WRL,15/11/1924,-0.47727
