"lake_size" "phosphorous" "country" "weight_trawl" "num_species"
31.9 0.831 "Cambodia" 62.72 5
59.1 0.92 "Cambodia" 77.87 6
59.9 0.533 "Thailand" 83.65 10
91.4 0.604 "Loas" 79.62 24
25.7 1.401 "Cambodia" 52.4 6
71.8 0.863 "Thailand" 93.9 10
29.9 0.925 "Cambodia" 63.97 7
36.9 0.452 "Loas" 56.05 7
10.3 0.644 "Cambodia" 54.14 2
91.8 1.004 "Cambodia" 95.41 12
45.9 0.611 "Cambodia" 66.99 4
91.8 0.755 "Thailand" 87.55 17
26.1 0.348 "Thailand" 68.19 3
19.1 0.774 "Cambodia" 54.71 7
30.6 1.404 "Loas" 46.4 8
65.8 0.136 "Cambodia" 87.32 8
57.3 0.636 "Cambodia" 72.63 4
44.1 0.45 "Loas" 58.85 8
69.8 0.909 "Thailand" 79.42 11
57.1 0.195 "Cambodia" 75.09 9
57.4 1.011 "Loas" 57.49 16
58.4 0.176 "Loas" 70.06 16
28.3 0.507 "Cambodia" 69.2 7
18.5 0.535 "Cambodia" 64.55 1
70.4 0.718 "Thailand" 85.96 9
60.2 0.711 "Loas" 51.97 8
88 1.489 "Thailand" 92.43 18
88.7 0.956 "Loas" 86.16 22
71.1 0.541 "Thailand" 84.78 16
45.7 1.307 "Loas" 44.33 11
24.3 0.573 "Thailand" 66.31 4
45.7 1.04 "Thailand" 71.91 7
72.5 1.359 "Cambodia" 79.35 12
85.4 1.282 "Loas" 67.19 22
84.3 0.225 "Thailand" 90.04 13
76.9 0.519 "Loas" 74.38 16
26.4 0.843 "Loas" 38.64 5
14.1 0.631 "Thailand" 54.01 2
49.3 1.283 "Loas" 58.79 10
58.4 1.306 "Thailand" 70.79 7
17.9 1.054 "Loas" 44.62 4
88 0.801 "Cambodia" 92.85 15
23.3 1.221 "Loas" 45.02 5
85.6 0.165 "Loas" 78.02 16
20.5 0.466 "Cambodia" 50.19 4
64.3 0.378 "Cambodia" 89.03 9
74.3 1.243 "Loas" 68.14 22
72.7 1.28 "Loas" 77.91 16
65.2 1.266 "Thailand" 76.65 12
19.5 0.479 "Loas" 42.38 2
79.8 0.127 "Cambodia" 95.41 14
60.7 0.983 "Loas" 70.46 15
78.6 1.147 "Thailand" 82.46 9
23.9 0.808 "Cambodia" 57.72 4
10.8 0.61 "Cambodia" 51.53 5
36.5 0.534 "Thailand" 70.59 3
32.1 0.603 "Cambodia" 67.06 6
77.7 0.608 "Loas" 69.42 12
86.6 0.854 "Cambodia" 85.68 14
20.5 1.013 "Cambodia" 57.95 5
84.9 0.665 "Cambodia" 90.14 21
59.6 0.916 "Loas" 66.76 12
42.8 1.074 "Cambodia" 61.15 6
64.6 1.348 "Loas" 65.91 15
72.9 1.427 "Cambodia" 87.12 15
52.8 0.689 "Cambodia" 76.54 9
42.3 0.991 "Cambodia" 63.32 6
89.2 0.349 "Thailand" 87.15 14
14 0.212 "Loas" 46.53 3
22.6 0.892 "Loas" 53.85 11
67.1 1.244 "Loas" 58.83 15
69.7 1.164 "Thailand" 83.33 5
18.9 0.901 "Loas" 36.57 3
48.1 1.484 "Loas" 50.23 9
62.7 1.493 "Loas" 65.73 9
42.6 0.55 "Thailand" 64.48 9
91.2 0.341 "Cambodia" 89.31 18
65.7 0.621 "Thailand" 85.92 12
35.9 0.855 "Loas" 47.97 7
22.6 1.236 "Cambodia" 56.36 5
34.7 1.078 "Thailand" 64.04 6
17.8 1.36 "Loas" 36.61 8
12.2 1.113 "Cambodia" 55.85 3
35.5 0.457 "Loas" 51.13 9
70.9 0.532 "Cambodia" 83.72 12
88.7 1.146 "Loas" 80.04 14
44.1 0.387 "Cambodia" 71.64 2
52.8 0.5 "Loas" 62.11 9
15.5 1.358 "Thailand" 46.64 3
61.6 0.335 "Loas" 64.47 12
39 0.301 "Loas" 51.98 8
44.8 1.127 "Cambodia" 71.18 11
89 0.86 "Cambodia" 92.67 12
65.8 0.859 "Loas" 65.79 12
68.9 1.084 "Thailand" 80.66 8
24 1.012 "Loas" 35.28 11
26.7 1.166 "Thailand" 63.7 6
81.9 0.493 "Cambodia" 87.86 15
78.7 1.478 "Loas" 68.49 18
69.1 1.449 "Thailand" 75.95 19
33 0.139 "Thailand" 67.55 3
27.2 1.146 "Cambodia" 67.02 2
50.5 0.613 "Cambodia" 72.72 7
52.8 0.596 "Loas" 61.41 10
28 0.127 "Loas" 41.45 7
72.6 1.162 "Loas" 63.16 12
12 0.321 "Loas" 37.37 3
68.3 0.257 "Loas" 73.04 13
79 1.099 "Cambodia" 86.85 22
86.3 0.723 "Loas" 75.86 17
64.3 0.137 "Thailand" 79.43 8
32.1 1.388 "Thailand" 54.37 4
27.9 1.199 "Cambodia" 62.42 2
81.2 0.695 "Cambodia" 93.56 11
12 0.281 "Loas" 38.78 2
79.7 1.246 "Loas" 68.59 10
53 1.104 "Thailand" 69.62 11
45.7 0.677 "Loas" 51.32 8
86.4 0.345 "Thailand" 95.65 19
23.5 0.115 "Loas" 57.9 6
41.1 0.577 "Loas" 45.42 8
21.3 0.365 "Cambodia" 65.14 2
22.3 0.887 "Cambodia" 57.89 5
65.5 0.923 "Thailand" 78.37 11
56.1 0.494 "Cambodia" 77.2 5
48.7 1.396 "Cambodia" 69.6 8
76.5 1.086 "Loas" 69.75 12
88.9 0.487 "Loas" 90.06 23
52.3 1.101 "Cambodia" 74.4 5
67.7 0.952 "Loas" 71.14 8
24.8 0.672 "Thailand" 56.04 5
39.1 0.334 "Cambodia" 63.83 7
14.1 0.134 "Cambodia" 54.5 2
22.5 0.317 "Loas" 54.28 6
18.1 0.921 "Thailand" 58.59 4
33 0.406 "Loas" 53.03 6
41.8 0.162 "Loas" 53.22 10
62 1.38 "Thailand" 76.22 6
68 1.318 "Thailand" 80.98 13
36.7 1.257 "Thailand" 56.84 8
89.1 0.954 "Thailand" 96.26 19
67.1 1.113 "Cambodia" 73.42 8
23.2 1.216 "Loas" 47.86 8
40.3 1.315 "Loas" 52.12 10
34.8 1.08 "Thailand" 53.65 5
47.6 0.57 "Thailand" 78.66 6
77.5 0.797 "Thailand" 85.79 14
29.1 1.187 "Loas" 49.46 4
43 0.687 "Loas" 58.9 6
89.7 0.916 "Cambodia" 99.69 16
20.2 0.521 "Loas" 47.33 5
61.7 0.306 "Loas" 65.61 19
67.7 0.486 "Cambodia" 76.57 13
58.5 0.384 "Cambodia" 82.48 6
91.7 0.415 "Loas" 80.71 21
13.7 0.828 "Loas" 44.79 3
91.2 1.389 "Loas" 74.84 20
71.1 0.914 "Thailand" 82.07 7
45.8 0.466 "Cambodia" 69.44 5
22.5 0.624 "Thailand" 57.64 4
46.8 0.889 "Thailand" 65.36 9
25.3 0.323 "Cambodia" 60.56 7
45 1.039 "Thailand" 66.82 12
77.3 0.126 "Loas" 81.14 19
14.1 0.117 "Cambodia" 50.47 1
36.7 1.031 "Loas" 49.51 4
79.1 0.388 "Loas" 73.39 12
13.3 0.637 "Thailand" 53.22 8
74.9 0.323 "Loas" 67.15 12
88.9 1.092 "Cambodia" 91.69 12
64.2 0.961 "Cambodia" 78.76 12
10.7 0.185 "Thailand" 55.44 8
48.2 0.669 "Cambodia" 76.68 9
68.8 0.247 "Cambodia" 89.43 11
12.3 0.664 "Cambodia" 57.34 3
79.3 0.738 "Cambodia" 90.04 11
71.2 0.975 "Thailand" 82.15 6
31.7 0.21 "Thailand" 62.06 7
71.2 0.579 "Cambodia" 85.46 13
65.1 0.133 "Thailand" 77.74 7
24.1 0.578 "Thailand" 58.87 4
64.9 1.197 "Cambodia" 84.6 8
86.3 1.138 "Thailand" 89.5 14
79.8 1.243 "Cambodia" 83.36 8
74 0.178 "Thailand" 83.48 18
66.2 0.312 "Cambodia" 85.07 7
58.5 1.014 "Loas" 66.42 5
43.1 0.65 "Loas" 56.98 6
20.5 0.357 "Loas" 49.2 6
77.3 0.28 "Thailand" 90.96 9
68.8 0.28 "Loas" 67.96 15
74.6 0.974 "Loas" 68.95 12
11.5 0.803 "Loas" 36.07 1
24.3 0.783 "Loas" 52.37 5
59.1 1.322 "Cambodia" 70.1 2
16.6 0.369 "Cambodia" 60.03 6
68 1.164 "Thailand" 82.34 6
56.2 0.407 "Loas" 60.12 8
33.2 0.319 "Loas" 54.13 7
42.1 0.302 "Cambodia" 68.93 3
65.2 1.341 "Thailand" 81.64 10
23.3 1.036 "Loas" 44.19 9
18.9 0.74 "Thailand" 57.18 3
53.7 1.102 "Cambodia" 75.32 8
18.5 1.09 "Thailand" 60.28 3
17.7 1.005 "Loas" 41.26 9
62.5 1.382 "Cambodia" 72.93 11
56.3 0.38 "Loas" 56.83 17
35.1 0.709 "Loas" 46.32 4
31.8 0.152 "Loas" 53.91 3
61.9 0.32 "Thailand" 81.95 7
78.1 1.083 "Loas" 65.88 27
14.2 1.136 "Thailand" 51.49 3
91.4 0.702 "Loas" 78.09 20
11.8 0.591 "Loas" 45.6 3
24.7 0.778 "Thailand" 69.42 6
37 0.133 "Thailand" 75.81 7
80.1 1.289 "Loas" 73.12 17
25.1 1.014 "Thailand" 66.57 7
75.2 0.36 "Loas" 67.77 20
80.4 0.866 "Thailand" 95.71 11
48.7 1.323 "Thailand" 69.69 9
63.2 0.421 "Loas" 60.4 14
36.7 0.576 "Loas" 40.62 7
48.2 1.187 "Cambodia" 74.32 4
87.3 0.433 "Thailand" 86 12
30.1 0.207 "Cambodia" 61.54 2
11.8 0.686 "Loas" 39.43 1
89.3 0.379 "Thailand" 96.84 14
31.3 1.012 "Thailand" 66.31 4
63.6 0.97 "Loas" 61.9 15
16.2 0.685 "Loas" 40.24 5
89.5 0.308 "Cambodia" 90.75 9
85.3 0.357 "Cambodia" 93.06 20
81.2 0.696 "Loas" 74.12 9
44.8 0.645 "Loas" 59.32 13
74 0.18 "Cambodia" 82.29 10
34.6 0.108 "Loas" 44.46 3
33.7 1.336 "Thailand" 71.47 2
91.9 0.528 "Thailand" 87.26 21
90.9 1.447 "Loas" 75.77 23
49.4 1.046 "Cambodia" 64.08 12
72.5 1.296 "Loas" 68.55 13
36.9 0.706 "Cambodia" 64.67 6
29.4 1.396 "Loas" 39.21 4
60.7 1.156 "Cambodia" 70.58 10
37.9 0.488 "Thailand" 64.32 3
14.8 1.061 "Thailand" 55.2 3
90.5 1.39 "Loas" 74.8 30
66.4 1.137 "Thailand" 75.13 10
80.7 1.042 "Cambodia" 86.59 23
47.9 1.142 "Thailand" 65.7 7
20.3 0.259 "Cambodia" 55.75 3
65.8 0.157 "Loas" 59.55 18
11.6 0.622 "Loas" 36.55 2
23.4 0.802 "Cambodia" 53.82 2
83.5 1.431 "Cambodia" 90.21 10
22.6 1.428 "Cambodia" 67.73 6
31.2 1.002 "Thailand" 67.09 9
30 0.542 "Thailand" 61.22 3
35.6 0.845 "Loas" 54.03 5
28.1 1.045 "Loas" 49.68 10
12.5 1.3 "Thailand" 57.32 5
84 0.88 "Loas" 81.98 18
88.7 0.232 "Loas" 76.48 28
87.3 1.096 "Thailand" 93.41 17
47.2 1.269 "Loas" 55.27 5
45.9 0.65 "Cambodia" 63.91 9
14.1 0.373 "Thailand" 54.78 5
39.5 0.462 "Cambodia" 68.83 8
83.5 0.152 "Loas" 72.09 15
40.4 0.84 "Cambodia" 72.3 9
51.3 0.927 "Thailand" 77.83 8
53.3 0.915 "Thailand" 81.8 7
24 1.356 "Thailand" 68.43 7
54.2 0.697 "Thailand" 73.82 8
19.1 0.433 "Cambodia" 58.2 3
60.4 0.818 "Cambodia" 80.99 7
54.7 0.193 "Cambodia" 73.12 8
28.7 1.023 "Thailand" 69.77 8
83.9 1.128 "Loas" 72.99 27
26.3 0.406 "Thailand" 62.27 3
44.6 0.366 "Loas" 52.57 14
82.5 1.322 "Cambodia" 94.28 13
29.5 0.509 "Thailand" 61.64 3
33.9 1.481 "Thailand" 63.1 6
81.9 1.121 "Loas" 74.67 21
60.8 1.402 "Loas" 69.41 13
80.3 1.152 "Loas" 78.25 21
49.1 0.555 "Loas" 62.41 7
83.3 0.626 "Thailand" 87.93 13
23.9 0.148 "Cambodia" 62.79 4
60.9 1.353 "Thailand" 83.31 9
69.3 0.83 "Loas" 68.31 15
25.6 0.583 "Cambodia" 58.7 5
56.6 1.235 "Thailand" 82.62 9
65.1 1.209 "Thailand" 82.74 8
85.4 1.194 "Thailand" 94.16 12
36.7 0.845 "Cambodia" 68.63 3
54.8 0.253 "Cambodia" 71.19 9
10.4 1.344 "Cambodia" 50.22 3
40.3 0.286 "Cambodia" 68.77 6
62.3 1.262 "Thailand" 86.98 9
60 0.874 "Loas" 60.99 10
77.1 0.88 "Loas" 67.64 21
